gene	kog
Amillepora02500	Function Unknown
Amillepora02524	Posttranslational modification, protein turnover, chaperones
Amillepora02504	Function Unknown
Amillepora02511	Function Unknown
Amillepora02509	Function Unknown
Amillepora02531	Coenzyme transport and metabolism
Amillepora02530	Function Unknown
Amillepora02526	Replication, recombination and repair
Amillepora02528	Function Unknown
Amillepora02535	Cell cycle control, cell division, chromosome partitioning
Amillepora02532	Function Unknown
Amillepora02540	Translation, ribosomal structure and biogenesis
Amillepora02537	RNA processing and modification
Amillepora02542	Function Unknown
Amillepora02541	Function Unknown
Amillepora02544	Function Unknown
Amillepora02550	Function Unknown
Amillepora02553	Replication, recombination and repair
Amillepora02563	Transcription
Amillepora02561	Posttranslational modification, protein turnover, chaperones
Amillepora02560	Posttranslational modification, protein turnover, chaperones
Amillepora02564	Transcription
Amillepora02562	Transcription
Amillepora02559	Transcription
Amillepora02554	Function Unknown
Amillepora02555	Function Unknown
Amillepora02567	Transcription
Amillepora02566	Transcription
Amillepora02569	Transcription
Amillepora02565	Transcription
Amillepora02568	Transcription
Amillepora02570	Transcription
Amillepora02579	Posttranslational modification, protein turnover, chaperones
Amillepora02581	Transcription
Amillepora02576	Signal transduction mechanisms
Amillepora02576	Intracellular trafficking, secretion, and vesicular transport
Amillepora02582	Function Unknown
Amillepora02575	Signal transduction mechanisms
Amillepora02571	Function Unknown
Amillepora02580	Chromatin structure and dynamics
Amillepora02588	Function Unknown
Amillepora02589	Extracellular structures
Amillepora02583	Function Unknown
Amillepora02585	Cytoskeleton
Amillepora02592	Coenzyme transport and metabolism
Amillepora02594	Function Unknown
Amillepora02595	Carbohydrate transport and metabolism
Amillepora02590	Inorganic ion transport and metabolism
Amillepora02593	Transcription
Amillepora02599	Translation, ribosomal structure and biogenesis
Amillepora02596	Transcription
Amillepora02606	Signal transduction mechanisms
Amillepora02598	Translation, ribosomal structure and biogenesis
Amillepora02600	Energy production and conversion
Amillepora02600	Carbohydrate transport and metabolism
Amillepora02601	Amino acid transport and metabolism
Amillepora02611	Nucleotide transport and metabolism
Amillepora02617	Nucleotide transport and metabolism
Amillepora02615	Posttranslational modification, protein turnover, chaperones
Amillepora02607	Posttranslational modification, protein turnover, chaperones
Amillepora02610	Posttranslational modification, protein turnover, chaperones
Amillepora02618	Function Unknown
Amillepora02622	Posttranslational modification, protein turnover, chaperones
Amillepora02619	Posttranslational modification, protein turnover, chaperones
Amillepora02620	Function Unknown
Amillepora02630	Replication, recombination and repair
Amillepora02627	Function Unknown
Amillepora02629	RNA processing and modification
Amillepora02626	Function Unknown
Amillepora02628	RNA processing and modification
Amillepora02637	Cell cycle control, cell division, chromosome partitioning
Amillepora02637	Cytoskeleton
Amillepora02634	Amino acid transport and metabolism
Amillepora02636	Function Unknown
Amillepora02641	Signal transduction mechanisms
Amillepora02650	Function Unknown
Amillepora02645	Function Unknown
Amillepora02652	Cell wall/membrane/envelope biogenesis
Amillepora02659	Function Unknown
Amillepora02658	Function Unknown
Amillepora02661	Function Unknown
Amillepora02666	Signal transduction mechanisms
Amillepora02663	Transcription
Amillepora02679	Function Unknown
Amillepora02671	Function Unknown
Amillepora02678	Signal transduction mechanisms
Amillepora02677	Transcription
Amillepora02668	Transcription
Amillepora02667	Signal transduction mechanisms
Amillepora02667	Intracellular trafficking, secretion, and vesicular transport
Amillepora02675	Transcription
Amillepora02673	Transcription
Amillepora02686	Signal transduction mechanisms
Amillepora02686	Intracellular trafficking, secretion, and vesicular transport
Amillepora02688	Intracellular trafficking, secretion, and vesicular transport
Amillepora02681	Transcription
Amillepora02690	Intracellular trafficking, secretion, and vesicular transport
Amillepora02687	Function Unknown
Amillepora02685	Signal transduction mechanisms
Amillepora02685	Intracellular trafficking, secretion, and vesicular transport
Amillepora02683	Signal transduction mechanisms
Amillepora02683	Cytoskeleton
Amillepora02684	Transcription
Amillepora02694	Function Unknown
Amillepora02699	RNA processing and modification
Amillepora02691	Function Unknown
Amillepora02698	Posttranslational modification, protein turnover, chaperones
Amillepora02693	Intracellular trafficking, secretion, and vesicular transport
Amillepora02697	Transcription
Amillepora02692	RNA processing and modification
Amillepora02705	Signal transduction mechanisms
Amillepora02702	Posttranslational modification, protein turnover, chaperones
Amillepora02706	Intracellular trafficking, secretion, and vesicular transport
Amillepora02700	Transcription
Amillepora02704	Signal transduction mechanisms
Amillepora02703	Carbohydrate transport and metabolism
Amillepora02714	Inorganic ion transport and metabolism
Amillepora02712	Inorganic ion transport and metabolism
Amillepora02708	Inorganic ion transport and metabolism
Amillepora02711	Replication, recombination and repair
Amillepora02709	Inorganic ion transport and metabolism
Amillepora02710	Inorganic ion transport and metabolism
Amillepora02717	Amino acid transport and metabolism
Amillepora02716	Inorganic ion transport and metabolism
Amillepora02715	Inorganic ion transport and metabolism
Amillepora02719	Translation, ribosomal structure and biogenesis
Amillepora02720	Amino acid transport and metabolism
Amillepora02718	Chromatin structure and dynamics
Amillepora02718	Secondary metabolites biosynthesis, transport and catabolism
Amillepora02729	Signal transduction mechanisms
Amillepora02731	Function Unknown
Amillepora02736	Function Unknown
Amillepora02732	Function Unknown
Amillepora02722	Function Unknown
Amillepora02741	Signal transduction mechanisms
Amillepora02737	Lipid transport and metabolism
Amillepora02742	Cytoskeleton
Amillepora02748	Transcription
Amillepora02750	Function Unknown
Amillepora02744	Function Unknown
Amillepora02746	Signal transduction mechanisms
Amillepora02747	Signal transduction mechanisms
Amillepora02755	Signal transduction mechanisms
Amillepora02759	Transcription
Amillepora02766	Transcription
Amillepora02758	Signal transduction mechanisms
Amillepora02762	Signal transduction mechanisms
Amillepora02761	Signal transduction mechanisms
Amillepora02763	Signal transduction mechanisms
Amillepora02774	Nucleotide transport and metabolism
Amillepora02772	Signal transduction mechanisms
Amillepora02773	Signal transduction mechanisms
Amillepora02770	Signal transduction mechanisms
Amillepora02777	Translation, ribosomal structure and biogenesis
Amillepora02782	Function Unknown
Amillepora02788	Signal transduction mechanisms
Amillepora02775	Function Unknown
Amillepora02776	Function Unknown
Amillepora02778	Energy production and conversion
Amillepora02783	Function Unknown
Amillepora02781	Function Unknown
Amillepora02780	Function Unknown
Amillepora02791	Function Unknown
Amillepora02793	Function Unknown
Amillepora02795	Carbohydrate transport and metabolism
Amillepora02794	Carbohydrate transport and metabolism
Amillepora02799	Function Unknown
Amillepora02796	Function Unknown
Amillepora02805	Function Unknown
Amillepora02804	Function Unknown
Amillepora02800	Cytoskeleton
Amillepora02802	Cytoskeleton
Amillepora02809	Function Unknown
Amillepora02813	Cytoskeleton
Amillepora02810	Cytoskeleton
Amillepora02814	Function Unknown
Amillepora02812	Function Unknown
Amillepora02811	Function Unknown
Amillepora02827	Cell wall/membrane/envelope biogenesis
Amillepora02817	Function Unknown
Amillepora02823	Function Unknown
Amillepora02828	Signal transduction mechanisms
Amillepora02819	Function Unknown
Amillepora02818	Cytoskeleton
Amillepora02826	Function Unknown
Amillepora02838	Function Unknown
Amillepora02840	Translation, ribosomal structure and biogenesis
Amillepora02839	Posttranslational modification, protein turnover, chaperones
Amillepora02837	Function Unknown
Amillepora02841	Posttranslational modification, protein turnover, chaperones
Amillepora02843	Signal transduction mechanisms
Amillepora02842	Intracellular trafficking, secretion, and vesicular transport
Amillepora02844	Inorganic ion transport and metabolism
Amillepora02847	Posttranslational modification, protein turnover, chaperones
Amillepora02852	Posttranslational modification, protein turnover, chaperones
Amillepora02856	Carbohydrate transport and metabolism
Amillepora02855	Posttranslational modification, protein turnover, chaperones
Amillepora02857	Amino acid transport and metabolism
Amillepora02853	Carbohydrate transport and metabolism
Amillepora02858	Posttranslational modification, protein turnover, chaperones
Amillepora02871	Replication, recombination and repair
Amillepora02864	Signal transduction mechanisms
Amillepora02868	Signal transduction mechanisms
Amillepora02869	Signal transduction mechanisms
Amillepora02866	Signal transduction mechanisms
Amillepora02865	Signal transduction mechanisms
Amillepora02861	Replication, recombination and repair
Amillepora02860	Function Unknown
Amillepora02859	Posttranslational modification, protein turnover, chaperones
Amillepora02879	Signal transduction mechanisms
Amillepora02884	Signal transduction mechanisms
Amillepora02872	Signal transduction mechanisms
Amillepora02874	Function Unknown
Amillepora02873	Function Unknown
Amillepora02894	Signal transduction mechanisms
Amillepora02891	Signal transduction mechanisms
Amillepora02892	Signal transduction mechanisms
Amillepora02887	Signal transduction mechanisms
Amillepora02886	Signal transduction mechanisms
Amillepora02888	Signal transduction mechanisms
Amillepora02885	Signal transduction mechanisms
Amillepora02889	Signal transduction mechanisms
Amillepora02895	Signal transduction mechanisms
Amillepora02897	Signal transduction mechanisms
Amillepora02911	Transcription
Amillepora02908	Signal transduction mechanisms
Amillepora02898	Signal transduction mechanisms
Amillepora02900	Signal transduction mechanisms
Amillepora02901	Signal transduction mechanisms
Amillepora02910	RNA processing and modification
Amillepora02902	Signal transduction mechanisms
Amillepora02903	RNA processing and modification
Amillepora02916	Function Unknown
Amillepora02914	Inorganic ion transport and metabolism
Amillepora02912	Inorganic ion transport and metabolism
Amillepora02913	Function Unknown
Amillepora02915	Transcription
Amillepora02919	Secondary metabolites biosynthesis, transport and catabolism
Amillepora02917	Signal transduction mechanisms
Amillepora02924	Function Unknown
Amillepora02921	Function Unknown
Amillepora02920	Function Unknown
Amillepora02925	Function Unknown
Amillepora02922	Function Unknown
Amillepora02923	Function Unknown
Amillepora02927	Function Unknown
Amillepora02926	Function Unknown
Amillepora02934	Transcription
Amillepora02933	Transcription
Amillepora02936	Cell cycle control, cell division, chromosome partitioning
Amillepora02932	Function Unknown
Amillepora02935	Transcription
Amillepora02931	Function Unknown
